slide_id,conch_feature,label
C3N-02192-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02192-25.h5,CPTAC-LUAD
C3L-03463-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03463-26.h5,CPTAC-LUAD
C3N-00551-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00551-23.h5,CPTAC-LUAD
C3N-02090-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02090-26.h5,CPTAC-LUAD
C3N-02144-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02144-22.h5,CPTAC-LUAD
C3L-02834-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02834-24.h5,CPTAC-LUAD
C3N-00579-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00579-24.h5,CPTAC-LUAD
C3L-04365-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04365-27.h5,CPTAC-LUAD
C3N-02002-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02002-21.h5,CPTAC-LUAD
C3L-02345-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02345-22.h5,CPTAC-LUAD
C3L-04784-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04784-23.h5,CPTAC-LUAD
C3L-00422-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00422-26.h5,CPTAC-LUAD
C3L-04744-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04744-26.h5,CPTAC-LUAD
C3L-01682-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01682-23.h5,CPTAC-LUAD
C3L-03969-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03969-22.h5,CPTAC-LUAD
C3N-03202-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03202-21.h5,CPTAC-LUAD
C3L-04037-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04037-25.h5,CPTAC-LUAD
C3N-02003-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02003-22.h5,CPTAC-LUAD
C3N-01416-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01416-23.h5,CPTAC-LUAD
C3N-03420-29,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03420-29.h5,CPTAC-LUAD
C3L-02345-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02345-26.h5,CPTAC-LUAD
C3N-02146-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02146-26.h5,CPTAC-LUAD
C3N-02192-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02192-22.h5,CPTAC-LUAD
C3N-03929-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03929-23.h5,CPTAC-LUAD
C3L-03271-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03271-23.h5,CPTAC-LUAD
C3L-02169-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02169-22.h5,CPTAC-LUAD
C3L-00080-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00080-26.h5,CPTAC-LUAD
C3N-00203-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00203-21.h5,CPTAC-LUAD
C3N-01409-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01409-24.h5,CPTAC-LUAD
C3N-02090-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02090-21.h5,CPTAC-LUAD
C3N-02152-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02152-27.h5,CPTAC-LUAD
C3N-04166-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04166-22.h5,CPTAC-LUAD
C3N-02671-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02671-21.h5,CPTAC-LUAD
C3N-02948-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02948-22.h5,CPTAC-LUAD
C3N-00545-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00545-23.h5,CPTAC-LUAD
C3L-02834-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02834-21.h5,CPTAC-LUAD
C3L-04784-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04784-21.h5,CPTAC-LUAD
C3L-00973-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00973-24.h5,CPTAC-LUAD
C3N-03205-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03205-23.h5,CPTAC-LUAD
C3L-01924-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01924-27.h5,CPTAC-LUAD
C3N-01408-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01408-24.h5,CPTAC-LUAD
C3L-02508-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02508-22.h5,CPTAC-LUAD
C3N-01416-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01416-21.h5,CPTAC-LUAD
C3N-02088-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02088-27.h5,CPTAC-LUAD
C3N-01016-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01016-27.h5,CPTAC-LUAD
C3L-04744-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04744-28.h5,CPTAC-LUAD
C3N-00223-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00223-28.h5,CPTAC-LUAD
C3N-01021-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01021-26.h5,CPTAC-LUAD
C3N-03057-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03057-21.h5,CPTAC-LUAD
C3L-04784-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04784-24.h5,CPTAC-LUAD
C3N-02973-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02973-23.h5,CPTAC-LUAD
C3N-03420-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03420-21.h5,CPTAC-LUAD
C3N-00294-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00294-25.h5,CPTAC-LUAD
C3N-01489-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01489-26.h5,CPTAC-LUAD
C3N-03929-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03929-26.h5,CPTAC-LUAD
C3L-00973-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00973-21.h5,CPTAC-LUAD
C3N-02155-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02155-21.h5,CPTAC-LUAD
C3L-04033-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04033-22.h5,CPTAC-LUAD
C3N-00552-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00552-22.h5,CPTAC-LUAD
C3N-02145-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02145-24.h5,CPTAC-LUAD
C3L-04037-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04037-23.h5,CPTAC-LUAD
C3N-02152-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02152-21.h5,CPTAC-LUAD
C3L-02165-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02165-22.h5,CPTAC-LUAD
C3L-04759-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04759-24.h5,CPTAC-LUAD
C3L-02616-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02616-21.h5,CPTAC-LUAD
C3N-00578-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00578-23.h5,CPTAC-LUAD
C3N-02973-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02973-27.h5,CPTAC-LUAD
C3L-04040-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04040-26.h5,CPTAC-LUAD
C3L-00446-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00446-21.h5,CPTAC-LUAD
C3N-00578-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00578-22.h5,CPTAC-LUAD
C3L-04376-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04376-22.h5,CPTAC-LUAD
C3L-00446-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00446-23.h5,CPTAC-LUAD
C3L-04040-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04040-25.h5,CPTAC-LUAD
C3N-03765-29,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03765-29.h5,CPTAC-LUAD
C3N-01488-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01488-21.h5,CPTAC-LUAD
C3N-04168-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04168-26.h5,CPTAC-LUAD
C3N-00169-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00169-24.h5,CPTAC-LUAD
C3L-00140-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00140-26.h5,CPTAC-LUAD
C3L-02129-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02129-23.h5,CPTAC-LUAD
C3L-00510-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00510-22.h5,CPTAC-LUAD
C3L-02513-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02513-22.h5,CPTAC-LUAD
C3L-03462-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03462-23.h5,CPTAC-LUAD
C3N-02422-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02422-21.h5,CPTAC-LUAD
C3L-00263-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00263-26.h5,CPTAC-LUAD
C3N-02451-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02451-27.h5,CPTAC-LUAD
C3L-04365-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04365-28.h5,CPTAC-LUAD
C3N-01415-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01415-26.h5,CPTAC-LUAD
C3N-03765-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03765-27.h5,CPTAC-LUAD
C3N-00293-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00293-23.h5,CPTAC-LUAD
C3N-00169-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00169-22.h5,CPTAC-LUAD
C3N-03890-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03890-26.h5,CPTAC-LUAD
C3N-02929-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02929-23.h5,CPTAC-LUAD
C3N-02421-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02421-21.h5,CPTAC-LUAD
C3N-03233-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03233-22.h5,CPTAC-LUAD
C3N-04157-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04157-26.h5,CPTAC-LUAD
C3L-03984-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03984-23.h5,CPTAC-LUAD
C3L-02350-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02350-22.h5,CPTAC-LUAD
C3N-01016-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01016-21.h5,CPTAC-LUAD
C3L-00412-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00412-26.h5,CPTAC-LUAD
C3L-04743-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04743-21.h5,CPTAC-LUAD
C3L-02560-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02560-22.h5,CPTAC-LUAD
C3L-00444-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00444-27.h5,CPTAC-LUAD
C3N-02193-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02193-22.h5,CPTAC-LUAD
C3N-02193-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02193-23.h5,CPTAC-LUAD
C3L-04784-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04784-27.h5,CPTAC-LUAD
C3N-00704-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00704-23.h5,CPTAC-LUAD
C3N-00559-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00559-23.h5,CPTAC-LUAD
C3N-03225-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03225-26.h5,CPTAC-LUAD
C3N-00737-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00737-23.h5,CPTAC-LUAD
C3L-02515-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02515-21.h5,CPTAC-LUAD
C3L-00913-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00913-23.h5,CPTAC-LUAD
C3L-00009-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00009-26.h5,CPTAC-LUAD
C3L-02961-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02961-26.h5,CPTAC-LUAD
C3N-02146-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02146-22.h5,CPTAC-LUAD
C3N-02950-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02950-21.h5,CPTAC-LUAD
C3N-00578-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00578-27.h5,CPTAC-LUAD
C3L-03462-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03462-24.h5,CPTAC-LUAD
C3N-00294-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00294-23.h5,CPTAC-LUAD
C3N-01024-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01024-21.h5,CPTAC-LUAD
C3N-02916-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02916-22.h5,CPTAC-LUAD
C3N-00738-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00738-22.h5,CPTAC-LUAD
C3N-02143-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02143-22.h5,CPTAC-LUAD
C3N-01021-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01021-23.h5,CPTAC-LUAD
C3L-02957-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02957-22.h5,CPTAC-LUAD
C3N-00550-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00550-22.h5,CPTAC-LUAD
C3N-02587-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02587-23.h5,CPTAC-LUAD
C3N-01405-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01405-22.h5,CPTAC-LUAD
C3N-02144-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02144-21.h5,CPTAC-LUAD
C3N-02672-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02672-22.h5,CPTAC-LUAD
C3N-02153-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02153-22.h5,CPTAC-LUAD
C3N-02088-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02088-24.h5,CPTAC-LUAD
C3N-02926-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02926-22.h5,CPTAC-LUAD
C3L-04757-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04757-26.h5,CPTAC-LUAD
C3L-03984-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03984-21.h5,CPTAC-LUAD
C3L-04040-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04040-27.h5,CPTAC-LUAD
C3N-02828-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02828-22.h5,CPTAC-LUAD
C3L-03976-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03976-22.h5,CPTAC-LUAD
C3N-01072-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01072-26.h5,CPTAC-LUAD
C3L-02643-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02643-21.h5,CPTAC-LUAD
C3L-03984-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03984-22.h5,CPTAC-LUAD
C3N-02721-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02721-26.h5,CPTAC-LUAD
C3N-00433-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00433-25.h5,CPTAC-LUAD
C3N-02230-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02230-21.h5,CPTAC-LUAD
C3L-02954-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02954-21.h5,CPTAC-LUAD
C3L-02893-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02893-26.h5,CPTAC-LUAD
C3N-02715-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02715-21.h5,CPTAC-LUAD
C3L-02654-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02654-21.h5,CPTAC-LUAD
C3L-03268-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03268-22.h5,CPTAC-LUAD
C3L-00604-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00604-22.h5,CPTAC-LUAD
C3L-02508-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02508-21.h5,CPTAC-LUAD
C3N-02828-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02828-27.h5,CPTAC-LUAD
C3L-04365-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04365-26.h5,CPTAC-LUAD
C3N-01024-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01024-27.h5,CPTAC-LUAD
C3L-03721-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03721-21.h5,CPTAC-LUAD
C3L-00973-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00973-28.h5,CPTAC-LUAD
C3L-02560-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02560-21.h5,CPTAC-LUAD
C3N-03212-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03212-21.h5,CPTAC-LUAD
C3N-00556-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00556-22.h5,CPTAC-LUAD
C3L-02654-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02654-25.h5,CPTAC-LUAD
C3N-01023-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01023-26.h5,CPTAC-LUAD
C3L-03262-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03262-23.h5,CPTAC-LUAD
C3N-00217-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00217-23.h5,CPTAC-LUAD
C3N-00433-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00433-27.h5,CPTAC-LUAD
C3N-02582-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02582-23.h5,CPTAC-LUAD
C3N-00574-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00574-27.h5,CPTAC-LUAD
C3N-02155-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02155-24.h5,CPTAC-LUAD
C3N-02193-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02193-24.h5,CPTAC-LUAD
C3L-02365-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02365-24.h5,CPTAC-LUAD
C3N-03921-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03921-21.h5,CPTAC-LUAD
C3N-00549-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00549-24.h5,CPTAC-LUAD
C3N-00546-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00546-23.h5,CPTAC-LUAD
C3L-03262-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03262-24.h5,CPTAC-LUAD
C3N-00203-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00203-22.h5,CPTAC-LUAD
C3L-04376-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04376-27.h5,CPTAC-LUAD
C3N-03233-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03233-23.h5,CPTAC-LUAD
C3L-00279-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00279-21.h5,CPTAC-LUAD
C3N-01414-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01414-23.h5,CPTAC-LUAD
C3N-00550-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00550-27.h5,CPTAC-LUAD
C3L-00080-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00080-21.h5,CPTAC-LUAD
C3L-04373-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04373-21.h5,CPTAC-LUAD
C3N-02251-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02251-27.h5,CPTAC-LUAD
C3N-02231-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02231-27.h5,CPTAC-LUAD
C3N-03233-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03233-21.h5,CPTAC-LUAD
C3N-01419-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01419-22.h5,CPTAC-LUAD
C3N-01414-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01414-22.h5,CPTAC-LUAD
C3N-02158-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02158-22.h5,CPTAC-LUAD
C3L-04373-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04373-23.h5,CPTAC-LUAD
C3N-01071-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01071-24.h5,CPTAC-LUAD
C3L-02508-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02508-24.h5,CPTAC-LUAD
C3N-03073-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03073-21.h5,CPTAC-LUAD
C3N-00574-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00574-26.h5,CPTAC-LUAD
C3N-00175-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00175-23.h5,CPTAC-LUAD
C3L-00422-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00422-24.h5,CPTAC-LUAD
C3L-02345-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02345-23.h5,CPTAC-LUAD
C3N-00560-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00560-24.h5,CPTAC-LUAD
C3N-02758-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02758-23.h5,CPTAC-LUAD
C3N-02146-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02146-24.h5,CPTAC-LUAD
C3N-01408-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01408-23.h5,CPTAC-LUAD
C3L-01924-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01924-23.h5,CPTAC-LUAD
C3N-04330-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04330-21.h5,CPTAC-LUAD
C3L-00263-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00263-21.h5,CPTAC-LUAD
C3L-00510-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00510-21.h5,CPTAC-LUAD
C3N-02923-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02923-23.h5,CPTAC-LUAD
C3N-02290-29,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02290-29.h5,CPTAC-LUAD
C3N-02237-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02237-21.h5,CPTAC-LUAD
C3N-02090-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02090-23.h5,CPTAC-LUAD
C3L-03642-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03642-22.h5,CPTAC-LUAD
C3N-02234-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02234-22.h5,CPTAC-LUAD
C3N-00549-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00549-26.h5,CPTAC-LUAD
C3N-01072-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01072-24.h5,CPTAC-LUAD
C3N-00549-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00549-22.h5,CPTAC-LUAD
C3L-02661-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02661-24.h5,CPTAC-LUAD
C3L-04370-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04370-22.h5,CPTAC-LUAD
C3L-00446-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00446-26.h5,CPTAC-LUAD
C3L-00604-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00604-21.h5,CPTAC-LUAD
C3N-02758-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02758-22.h5,CPTAC-LUAD
C3N-02150-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02150-27.h5,CPTAC-LUAD
C3L-01682-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01682-24.h5,CPTAC-LUAD
C3N-02728-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02728-23.h5,CPTAC-LUAD
C3N-00559-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00559-21.h5,CPTAC-LUAD
C3L-03985-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03985-26.h5,CPTAC-LUAD
C3N-00169-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00169-21.h5,CPTAC-LUAD
C3N-02718-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02718-22.h5,CPTAC-LUAD
C3N-00169-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00169-23.h5,CPTAC-LUAD
C3L-02643-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02643-25.h5,CPTAC-LUAD
C3L-02365-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02365-23.h5,CPTAC-LUAD
C3N-03057-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03057-22.h5,CPTAC-LUAD
C3N-00433-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00433-23.h5,CPTAC-LUAD
C3N-03225-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03225-23.h5,CPTAC-LUAD
C3N-02922-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02922-21.h5,CPTAC-LUAD
C3N-01072-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01072-21.h5,CPTAC-LUAD
C3N-02087-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02087-26.h5,CPTAC-LUAD
C3N-02926-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02926-23.h5,CPTAC-LUAD
C3N-02234-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02234-21.h5,CPTAC-LUAD
C3L-02508-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02508-23.h5,CPTAC-LUAD
C3N-03225-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03225-21.h5,CPTAC-LUAD
C3L-00279-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00279-22.h5,CPTAC-LUAD
